person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,Type
29,120000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,8000,13.49,0.07,Y,8,0,1
34,66500,RENT,3.0,DEBTCONSOLIDATION,A,2000,7.9,0.03,N,7,0,1
26,48000,RENT,6.0,EDUCATION,A,2400,7.88,0.05,N,3,0,1
23,85000,MORTGAGE,7.0,EDUCATION,F,20800,18.43,0.25,Y,3,0,1
22,44640,RENT,0.0,PERSONAL,B,12800,11.83,0.29,N,3,0,1
24,65000,RENT,0.0,VENTURE,A,13000,7.88,0.21,N,3,0,1
36,80000,MORTGAGE,5.0,VENTURE,B,10000,11.48,0.13,N,16,0,1
45,65000,MORTGAGE,15.0,EDUCATION,A,10000,6.03,0.15,N,17,0,1
34,21600,OWN,0.0,EDUCATION,B,5275,11.71,0.25,N,8,0,1
23,64500,MORTGAGE,4.0,EDUCATION,B,2500,11.83,0.04,N,2,0,1
22,48000,RENT,0.0,EDUCATION,C,10000,13.48,0.21,N,4,0,1
32,105400,RENT,5.0,PERSONAL,D,24000,15.2,0.2,N,9,0,1
36,65000,MORTGAGE,8.0,EDUCATION,A,10000,7.51,0.15,N,17,0,1
30,52000,RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0.13,N,9,0,1
26,120000,RENT,10.0,DEBTCONSOLIDATION,B,15000,10.65,0.13,N,4,0,1
28,60000,RENT,7.0,MEDICAL,B,5000,11.49,0.08,N,8,0,1
26,66300,MORTGAGE,10.0,MEDICAL,D,10000,15.7,0.13,N,3,1,1
30,60000,MORTGAGE,1.0,VENTURE,B,10000,12.21,0.17,N,5,0,1
24,42000,RENT,2.0,EDUCATION,C,8000,14.35,0.19,Y,4,0,1
22,40000,MORTGAGE,5.0,PERSONAL,A,8000,5.99,0.2,N,3,0,1
26,33600,RENT,5.0,VENTURE,B,4000,11.49,0.12,N,3,0,1
23,36000,RENT,3.0,DEBTCONSOLIDATION,A,5500,5.79,0.15,N,4,0,1
26,12000,RENT,0.0,HOMEIMPROVEMENT,B,1750,12.53,0.15,N,2,1,1
25,45000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,13.23,0.11,N,2,0,1
26,45000,RENT,0.0,DEBTCONSOLIDATION,B,1800,10.99,0.04,N,3,0,1
27,32400,MORTGAGE,1.0,PERSONAL,A,2500,7.05,0.08,N,7,0,1
24,33000,RENT,5.0,PERSONAL,C,3375,13.49,0.1,N,3,0,1
27,72000,RENT,6.0,EDUCATION,A,5000,6.54,0.07,N,10,0,1
24,50000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9600,7.51,0.19,N,4,0,1
36,80000,RENT,0.0,DEBTCONSOLIDATION,C,8000,13.61,0.1,N,15,0,1
21,54000,MORTGAGE,5.0,PERSONAL,A,5000,5.79,0.09,N,3,0,1
26,60000,RENT,3.0,VENTURE,B,25000,10.37,0.42,N,4,1,1
28,51600,MORTGAGE,12.0,VENTURE,B,15000,9.91,0.29,N,5,0,1
29,85000,MORTGAGE,9.0,MEDICAL,A,10000,5.42,0.12,N,7,0,1
37,70000,MORTGAGE,15.0,EDUCATION,B,8000,11.99,0.11,N,14,0,1
22,60000,RENT,4.0,DEBTCONSOLIDATION,B,4000,11.12,0.07,N,2,0,1
30,46250,RENT,2.0,VENTURE,B,5600,10.36,0.12,N,6,0,1
28,140000,MORTGAGE,5.0,EDUCATION,A,18500,7.9,0.13,N,5,0,1
28,48000,MORTGAGE,12.0,PERSONAL,A,7000,5.42,0.15,N,9,0,1
28,103000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,3000,15.58,0.03,N,10,0,1
22,25000,RENT,3.0,VENTURE,B,3000,11.11,0.12,N,2,0,1
47,67000,MORTGAGE,3.0,EDUCATION,C,1000,14.72,0.01,Y,13,0,1
46,66000,RENT,5.0,EDUCATION,B,22000,9.91,0.36,N,11,1,1
25,77500,RENT,3.0,HOMEIMPROVEMENT,A,10000,6.54,0.13,N,3,0,1
32,50000,RENT,3.0,HOMEIMPROVEMENT,A,10000,8.94,0.2,N,7,0,1
26,59000,RENT,5.0,MEDICAL,B,9200,12.42,0.16,N,3,0,1
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0.04,N,2,0,1
23,100000,RENT,5.0,PERSONAL,A,5000,7.14,0.05,N,3,0,1
25,55000,RENT,9.0,VENTURE,B,12000,10.65,0.22,N,4,0,1
26,30000,RENT,2.0,MEDICAL,B,2500,11.14,0.08,N,4,0,1
24,32956,OWN,4.0,EDUCATION,B,10000,10.37,0.3,N,3,0,1
22,45000,RENT,5.0,EDUCATION,C,2500,13.99,0.06,Y,2,0,1
24,35000,RENT,8.0,MEDICAL,A,12000,8.9,0.34,N,4,0,1
28,33000,RENT,4.0,MEDICAL,A,11000,6.54,0.33,N,9,1,1
26,125000,RENT,5.0,MEDICAL,A,10000,7.9,0.08,N,4,0,1
22,36000,RENT,4.0,EDUCATION,A,4000,6.76,0.11,N,2,0,1
23,80000,RENT,0.0,VENTURE,A,10000,5.79,0.13,N,3,0,1
28,35000,RENT,12.0,MEDICAL,A,1500,7.29,0.04,N,6,0,1
24,48000,MORTGAGE,8.0,EDUCATION,B,5000,12.18,0.1,N,2,0,1
25,65000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,13750,11.89,0.21,N,4,0,1
32,30000,RENT,2.0,MEDICAL,A,4000,6.54,0.13,N,6,0,1
25,35000,RENT,2.0,MEDICAL,B,12000,11.71,0.34,N,3,0,1
23,54996,RENT,0.0,PERSONAL,B,5000,9.45,0.09,N,3,0,1
23,75000,MORTGAGE,5.0,MEDICAL,B,16000,9.99,0.21,N,4,0,1
27,84000,RENT,0.0,HOMEIMPROVEMENT,D,12000,15.65,0.14,Y,5,1,1
28,36000,RENT,5.0,VENTURE,A,1000,8.49,0.03,N,7,0,1
26,64500,MORTGAGE,10.0,EDUCATION,C,5000,14.17,0.07,Y,2,0,1
27,38400,RENT,7.0,EDUCATION,A,3000,6.39,0.08,N,7,0,1
25,85000,RENT,7.0,EDUCATION,C,25000,13.49,0.29,N,2,0,1
23,30000,RENT,2.0,DEBTCONSOLIDATION,C,3000,13.11,0.1,Y,4,1,1
31,62000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,2500,11.78,0.04,Y,6,0,1
22,31200,RENT,1.0,EDUCATION,B,3200,10.99,0.1,N,3,0,1
23,57600,RENT,5.0,EDUCATION,B,2000,8.88,0.03,N,3,0,1
29,50000,RENT,13.0,MEDICAL,C,15000,13.98,0.3,Y,7,0,1
23,55000,MORTGAGE,3.0,EDUCATION,C,8000,13.49,0.15,N,2,0,1
35,45000,OWN,4.0,PERSONAL,B,6200,12.21,0.14,N,9,0,1
21,45000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,15000,10.59,0.33,N,4,0,1
33,79050,RENT,17.0,EDUCATION,D,4000,14.46,0.04,N,7,1,1
29,125000,MORTGAGE,5.0,MEDICAL,A,10000,7.51,0.08,N,7,0,1
22,42000,RENT,6.0,EDUCATION,B,11400,11.49,0.27,N,2,0,1
24,36000,RENT,1.0,PERSONAL,A,8500,5.79,0.25,N,2,0,1
22,48000,RENT,2.0,PERSONAL,B,1500,11.71,0.03,N,2,0,1
29,55000,RENT,3.0,DEBTCONSOLIDATION,B,5000,10.74,0.09,N,10,0,1
40,180000,MORTGAGE,8.0,EDUCATION,B,14000,11.99,0.08,N,11,0,1
29,40000,MORTGAGE,4.0,PERSONAL,A,9000,7.51,0.23,N,9,0,1
33,36000,MORTGAGE,7.0,MEDICAL,D,2000,17.27,0.06,Y,6,1,1
24,50000,MORTGAGE,2.0,EDUCATION,B,10000,10.65,0.2,N,4,0,1
24,33600,OWN,4.0,EDUCATION,B,10000,10.25,0.3,N,4,0,1
29,55000,RENT,0.0,VENTURE,B,6000,11.49,0.11,N,6,0,1
30,31000,MORTGAGE,4.0,PERSONAL,B,4000,12.53,0.13,N,7,1,1
27,59000,RENT,3.0,DEBTCONSOLIDATION,B,7500,10.96,0.13,N,5,0,1
26,25000,RENT,2.0,MEDICAL,B,8000,9.91,0.32,N,3,1,1
38,42000,MORTGAGE,5.0,MEDICAL,B,4200,11.99,0.1,N,13,0,1
22,60000,MORTGAGE,5.0,EDUCATION,C,16000,13.49,0.27,Y,4,0,1
22,105500,MORTGAGE,7.0,EDUCATION,B,6000,9.99,0.06,N,3,0,1
23,55000,RENT,7.0,PERSONAL,A,5000,7.14,0.09,N,4,0,1
23,48000,MORTGAGE,7.0,VENTURE,A,3600,5.42,0.07,N,3,0,1
28,75000,OWN,7.0,VENTURE,C,5000,12.87,0.07,Y,7,0,1
21,31200,RENT,4.0,PERSONAL,B,3500,10.51,0.11,N,2,0,1
31,68000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,18000,7.9,0.26,N,9,0,1
24,89028,RENT,8.0,PERSONAL,C,3500,15.23,0.04,Y,4,0,1
34,120000,MORTGAGE,5.0,EDUCATION,D,25000,15.95,0.21,Y,10,0,1
28,58800,MORTGAGE,11.0,HOMEIMPROVEMENT,A,3000,7.51,0.05,N,10,1,1
28,20000,RENT,0.0,EDUCATION,C,2000,14.26,0.1,N,9,0,1
24,36000,RENT,8.0,MEDICAL,B,6000,11.49,0.17,N,3,0,1
31,60000,RENT,5.0,HOMEIMPROVEMENT,C,14000,14.27,0.23,N,6,0,1
26,90000,MORTGAGE,10.0,EDUCATION,A,14000,7.14,0.16,N,2,0,1
28,58000,MORTGAGE,5.0,PERSONAL,A,18200,8.9,0.31,N,5,1,1
55,72000,RENT,14.0,PERSONAL,B,2400,12.69,0.03,N,29,0,1
23,50000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,9.25,0.1,N,4,0,1
23,36000,RENT,1.0,MEDICAL,C,6000,13.99,0.17,Y,4,0,1
29,53500,RENT,3.0,DEBTCONSOLIDATION,C,10500,13.43,0.21,N,10,0,1
29,63600,RENT,4.0,DEBTCONSOLIDATION,C,12000,13.23,0.19,N,8,1,1
29,55000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.99,0.22,N,9,0,1
40,102000,MORTGAGE,4.0,EDUCATION,A,6000,7.51,0.06,N,11,0,1
26,78500,MORTGAGE,6.0,EDUCATION,A,10000,7.9,0.13,N,3,0,1
23,54000,RENT,4.0,DEBTCONSOLIDATION,B,5000,11.11,0.09,N,3,0,1
24,44000,MORTGAGE,2.0,EDUCATION,D,3500,15.65,0.08,Y,4,0,1
24,65000,OWN,8.0,MEDICAL,A,10000,7.51,0.15,N,4,0,1
24,30000,RENT,0.0,MEDICAL,C,7500,13.23,0.25,N,4,0,1
41,30000,RENT,4.0,PERSONAL,D,1500,16.49,0.05,Y,12,0,1
48,34000,RENT,2.0,MEDICAL,B,6000,12.69,0.18,N,14,0,1
24,37200,RENT,2.0,PERSONAL,A,4000,9.32,0.11,N,2,1,1
22,74000,RENT,2.0,PERSONAL,A,5000,8.0,0.07,N,4,0,1
28,33600,MORTGAGE,12.0,PERSONAL,A,10000,5.42,0.3,N,9,0,1
23,50000,MORTGAGE,4.0,VENTURE,A,10000,7.88,0.2,N,4,0,1
21,12000,RENT,2.0,PERSONAL,B,4000,10.99,0.33,N,2,1,1
37,12996,OWN,15.0,MEDICAL,D,2250,14.96,0.16,Y,13,0,1
34,50000,RENT,1.0,EDUCATION,B,3000,11.49,0.06,N,10,0,1
22,40000,RENT,1.0,DEBTCONSOLIDATION,B,12000,10.99,0.3,N,4,0,1
25,87550,RENT,9.0,MEDICAL,A,3000,8.49,0.03,N,4,1,1
25,49000,MORTGAGE,7.0,MEDICAL,B,8250,11.49,0.17,N,4,0,1
24,30000,RENT,2.0,DEBTCONSOLIDATION,B,6000,10.59,0.2,N,2,0,1
24,47500,MORTGAGE,8.0,PERSONAL,A,10000,7.74,0.21,N,4,0,1
22,45996,RENT,6.0,PERSONAL,C,17500,13.98,0.4,N,4,1,1
24,100000,MORTGAGE,5.0,VENTURE,B,15000,10.65,0.15,N,3,0,1
27,45000,MORTGAGE,2.0,MEDICAL,A,4325,6.99,0.1,N,10,0,1
23,50000,OWN,7.0,VENTURE,A,10000,5.79,0.2,N,2,0,1
22,79000,MORTGAGE,3.0,EDUCATION,B,10000,11.11,0.13,N,3,0,1
29,96300,RENT,7.0,VENTURE,B,8000,10.99,0.08,N,10,0,1
23,24000,RENT,2.0,MEDICAL,B,3500,11.49,0.15,N,3,1,1
25,80000,MORTGAGE,9.0,VENTURE,B,10800,10.59,0.13,N,3,0,1
23,60000,MORTGAGE,4.0,EDUCATION,A,15000,7.9,0.25,N,4,0,1
23,48000,MORTGAGE,7.0,PERSONAL,A,5000,8.49,0.1,N,4,0,1
22,36000,RENT,6.0,MEDICAL,B,5000,11.49,0.14,N,3,0,1
48,30000,RENT,0.0,VENTURE,A,10625,6.99,0.35,N,12,1,1
48,85000,MORTGAGE,1.0,MEDICAL,B,6000,11.12,0.07,N,16,0,1
23,30000,RENT,0.0,PERSONAL,B,3000,11.11,0.1,N,3,0,1
25,115000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,6.03,0.03,N,3,0,1
27,68000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,10750,7.51,0.16,N,5,0,1
33,40000,RENT,0.0,DEBTCONSOLIDATION,B,6000,10.99,0.15,N,7,0,1
25,46000,RENT,4.0,DEBTCONSOLIDATION,C,6000,13.23,0.13,Y,3,0,1
33,65000,OWN,1.0,HOMEIMPROVEMENT,B,10000,11.49,0.15,N,7,0,1
29,60000,MORTGAGE,13.0,EDUCATION,A,7000,7.14,0.12,N,8,0,1
23,34200,RENT,2.0,EDUCATION,B,3500,11.86,0.1,N,3,0,1
23,75000,OWN,4.0,VENTURE,A,6000,7.51,0.08,N,2,0,1
23,120000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,6.03,0.08,N,3,0,1
25,63000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,6000,5.42,0.1,N,3,0,1
22,37200,RENT,0.0,EDUCATION,A,7000,7.9,0.19,N,3,0,1
23,65000,RENT,0.0,EDUCATION,B,12000,10.99,0.18,N,2,0,1
23,28000,RENT,0.0,VENTURE,B,8000,12.69,0.28,N,3,0,1
35,34000,RENT,0.0,VENTURE,D,2000,15.62,0.06,N,7,1,1
25,50000,MORTGAGE,9.0,VENTURE,C,12000,12.09,0.24,Y,4,0,1
24,60000,RENT,2.0,MEDICAL,B,20000,10.62,0.33,N,3,1,1
36,24000,RENT,2.0,MEDICAL,B,4000,11.49,0.17,N,13,0,1
24,90000,MORTGAGE,9.0,PERSONAL,B,24250,11.36,0.27,N,3,0,1
37,75000,MORTGAGE,3.0,PERSONAL,A,18000,6.92,0.24,N,17,0,1
28,75000,MORTGAGE,5.0,PERSONAL,A,10250,7.88,0.14,N,10,0,1
35,65100,MORTGAGE,3.0,MEDICAL,C,15000,13.48,0.22,Y,10,0,1
41,37500,RENT,0.0,MEDICAL,C,9000,11.03,0.24,N,16,0,1
44,40000,RENT,4.0,PERSONAL,B,8500,10.37,0.2,N,11,0,1
27,130000,MORTGAGE,11.0,VENTURE,B,5000,9.91,0.04,N,9,0,1
33,72000,MORTGAGE,7.0,EDUCATION,A,8700,6.92,0.12,N,8,0,1
24,80000,RENT,5.0,PERSONAL,B,4200,11.36,0.05,N,3,0,1
32,56950,MORTGAGE,16.0,MEDICAL,C,3500,12.99,0.05,Y,10,1,1
28,78000,RENT,4.0,EDUCATION,B,14000,11.89,0.18,N,5,1,1
28,43000,MORTGAGE,5.0,MEDICAL,A,10000,9.32,0.23,N,10,0,1
21,60000,MORTGAGE,5.0,EDUCATION,B,5000,10.25,0.08,N,2,0,1
25,150000,RENT,3.0,VENTURE,A,24000,7.9,0.16,N,3,0,1
22,50000,MORTGAGE,2.0,VENTURE,A,10000,7.49,0.2,N,3,0,1
33,79000,MORTGAGE,3.0,EDUCATION,A,7500,7.14,0.09,N,9,0,1
27,35000,RENT,4.0,PERSONAL,B,10000,11.71,0.29,N,8,0,1
23,50000,MORTGAGE,7.0,EDUCATION,A,15000,6.91,0.3,N,2,0,1
41,60000,MORTGAGE,5.0,PERSONAL,A,3000,7.51,0.05,N,13,0,1
26,36000,RENT,7.0,MEDICAL,B,15000,10.62,0.4,N,4,1,1
24,135000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,10000,8.94,0.07,N,4,0,1
27,75000,RENT,1.0,MEDICAL,B,20000,11.83,0.27,N,7,0,1
28,63000,MORTGAGE,6.0,VENTURE,A,2500,7.49,0.04,N,6,0,1
31,36000,MORTGAGE,15.0,MEDICAL,C,5000,13.99,0.14,Y,8,0,1
34,60000,RENT,9.0,MEDICAL,A,5000,8.9,0.08,N,5,0,1
22,39600,RENT,3.0,PERSONAL,A,10000,7.49,0.25,N,2,0,1
37,75000,RENT,5.0,DEBTCONSOLIDATION,B,12000,10.99,0.16,N,14,0,1
23,36000,RENT,3.0,VENTURE,A,4500,6.62,0.13,N,4,0,1
26,70000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,10000,13.49,0.14,N,4,0,1
31,95000,RENT,4.0,DEBTCONSOLIDATION,A,5000,9.63,0.05,N,5,0,1
27,61200,MORTGAGE,5.0,MEDICAL,B,8000,11.49,0.13,N,8,0,1
22,87000,MORTGAGE,0.0,MEDICAL,C,13000,12.73,0.15,Y,2,0,1
23,39000,RENT,2.0,PERSONAL,B,6000,10.37,0.15,N,3,1,1
25,30000,RENT,3.0,DEBTCONSOLIDATION,D,1200,14.09,0.04,Y,3,1,1
25,37676,RENT,4.0,VENTURE,B,7500,12.69,0.21,N,2,0,1
25,80000,RENT,5.0,HOMEIMPROVEMENT,E,6000,16.45,0.07,Y,2,0,1
29,32640,MORTGAGE,0.0,VENTURE,A,3000,7.74,0.09,N,7,0,1
23,63000,MORTGAGE,5.0,EDUCATION,B,8000,10.62,0.13,N,3,0,1
23,26400,RENT,0.0,EDUCATION,C,1500,14.72,0.06,Y,4,1,1
40,60000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3000,7.68,0.05,N,15,0,1
26,153660,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,11.14,0.1,N,3,0,1
23,90000,MORTGAGE,3.0,PERSONAL,B,7000,12.21,0.08,N,4,0,1
34,150000,RENT,3.0,DEBTCONSOLIDATION,A,16000,6.91,0.11,N,10,0,1
37,41000,RENT,7.0,DEBTCONSOLIDATION,A,7000,7.51,0.17,N,12,0,1
26,64000,RENT,0.0,EDUCATION,B,10000,10.71,0.16,N,3,0,1
25,36129,RENT,1.0,DEBTCONSOLIDATION,C,8325,14.22,0.24,N,4,0,1
23,30000,MORTGAGE,6.0,PERSONAL,A,3000,5.99,0.1,N,2,0,1
25,41000,MORTGAGE,2.0,VENTURE,C,9000,13.49,0.23,Y,3,0,1
36,109000,MORTGAGE,11.0,PERSONAL,A,16000,5.42,0.15,N,14,0,1
23,45000,OWN,7.0,PERSONAL,A,10000,5.79,0.22,N,3,0,1
24,62000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000,8.9,0.06,N,2,0,1
38,75996,RENT,4.0,PERSONAL,A,3000,7.51,0.04,N,17,0,1
30,140000,MORTGAGE,3.0,VENTURE,A,12000,7.88,0.08,N,6,0,1
22,60000,MORTGAGE,3.0,EDUCATION,B,10000,12.18,0.17,N,4,0,1
23,39689,RENT,1.0,EDUCATION,C,13000,13.57,0.33,N,8,1,1
41,130000,MORTGAGE,11.0,PERSONAL,B,5000,12.69,0.04,N,14,0,1
28,52000,RENT,3.0,MEDICAL,B,5000,10.36,0.1,N,8,0,1
28,64000,MORTGAGE,4.0,EDUCATION,D,12800,14.11,0.19,Y,6,0,1
29,60000,MORTGAGE,3.0,PERSONAL,B,5000,11.86,0.08,N,7,0,1
24,32000,RENT,0.0,DEBTCONSOLIDATION,B,5000,12.69,0.16,N,4,0,1
37,40000,RENT,0.0,DEBTCONSOLIDATION,B,12000,11.11,0.3,N,11,0,1
22,70000,MORTGAGE,4.0,VENTURE,A,8400,7.51,0.12,N,2,0,1
21,81600,MORTGAGE,5.0,EDUCATION,C,21600,13.49,0.27,Y,4,0,1
29,65004,RENT,4.0,DEBTCONSOLIDATION,B,25000,11.86,0.38,N,7,1,1
29,69996,MORTGAGE,0.0,EDUCATION,A,5000,6.54,0.07,N,5,0,1
25,62050,MORTGAGE,1.0,MEDICAL,E,8200,17.04,0.11,N,4,1,1
23,80000,MORTGAGE,4.0,VENTURE,A,25000,8.49,0.31,N,4,0,1
27,120000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8000,7.51,0.07,N,5,0,1
35,50000,RENT,0.0,MEDICAL,B,4000,10.99,0.08,N,10,0,1
25,48000,RENT,3.0,VENTURE,B,15000,10.99,0.31,N,3,1,1
24,52000,RENT,2.0,EDUCATION,C,8000,13.98,0.15,Y,4,0,1
24,85000,RENT,8.0,MEDICAL,C,15000,13.06,0.18,N,4,0,1
25,68400,OWN,9.0,VENTURE,C,8525,13.06,0.14,N,4,0,1
28,34000,RENT,3.0,VENTURE,B,5000,9.99,0.15,N,9,0,1
43,45000,MORTGAGE,0.0,PERSONAL,A,9000,9.63,0.2,N,11,0,1
39,66000,MORTGAGE,7.0,EDUCATION,C,4000,11.66,0.06,Y,12,0,1
34,75000,MORTGAGE,0.0,VENTURE,D,20000,14.84,0.27,N,10,0,1
28,35000,RENT,7.0,HOMEIMPROVEMENT,B,3500,11.36,0.1,N,9,0,1
21,45000,RENT,1.0,VENTURE,C,6000,12.99,0.13,Y,4,0,1
26,87000,MORTGAGE,7.0,EDUCATION,B,10000,11.36,0.11,N,3,0,1
32,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,3500,7.29,0.04,N,9,0,1
29,59000,MORTGAGE,5.0,MEDICAL,C,15000,13.49,0.25,N,5,1,1
35,63996,MORTGAGE,8.0,EDUCATION,B,10000,10.37,0.16,N,10,0,1
22,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,10.65,0.14,N,2,0,1
29,72000,RENT,0.0,HOMEIMPROVEMENT,B,16000,12.18,0.22,N,9,0,1
36,38000,MORTGAGE,4.0,EDUCATION,C,1000,13.49,0.03,N,14,0,1
23,30000,RENT,4.0,VENTURE,A,6000,7.51,0.2,N,4,0,1
22,33000,RENT,0.0,PERSONAL,D,16000,14.96,0.48,N,3,1,1
21,30000,RENT,0.0,VENTURE,C,5000,14.65,0.17,N,4,0,1
23,100000,MORTGAGE,7.0,MEDICAL,D,5000,14.91,0.04,Y,2,1,1
26,50004,MORTGAGE,2.0,EDUCATION,B,10000,10.65,0.2,N,3,0,1
27,65000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,3600,9.99,0.06,N,5,0,1
21,60000,MORTGAGE,5.0,VENTURE,C,22000,13.49,0.37,N,3,0,1
34,30000,OWN,0.0,VENTURE,B,3000,11.71,0.1,N,7,0,1
37,50000,RENT,4.0,MEDICAL,B,10000,10.95,0.2,N,11,0,1
43,49578,MORTGAGE,11.0,DEBTCONSOLIDATION,C,16000,13.49,0.32,Y,3,0,1
26,74900,MORTGAGE,10.0,MEDICAL,B,5000,11.12,0.06,N,3,0,1
21,30000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,1000,13.79,0.03,Y,2,0,1
23,48000,RENT,3.0,PERSONAL,D,10000,15.62,0.21,Y,4,0,1
27,42000,RENT,0.0,MEDICAL,B,5000,10.59,0.12,N,6,0,1
23,65600,RENT,2.0,PERSONAL,C,9500,12.87,0.14,N,3,0,1
23,88000,MORTGAGE,7.0,PERSONAL,B,10000,11.14,0.11,N,3,1,1
28,110000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000,5.42,0.11,N,7,0,1
25,60000,MORTGAGE,5.0,MEDICAL,B,8400,11.71,0.14,N,2,0,1
21,44000,RENT,5.0,EDUCATION,C,7500,13.47,0.17,Y,4,0,1
23,65000,RENT,4.0,EDUCATION,C,8000,13.98,0.12,N,4,0,1
23,45000,OWN,6.0,VENTURE,A,7000,6.99,0.16,N,3,0,1
31,70000,RENT,14.0,DEBTCONSOLIDATION,B,10000,11.36,0.14,N,9,0,1
44,80000,MORTGAGE,0.0,EDUCATION,B,5000,10.59,0.06,N,11,0,1
43,94000,RENT,3.0,VENTURE,C,10000,14.72,0.11,Y,12,0,1
27,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,21000,15.65,0.39,N,9,1,1
24,120000,OWN,8.0,VENTURE,C,18000,13.61,0.15,Y,3,0,1
35,30000,RENT,0.0,MEDICAL,B,3200,10.2,0.11,N,10,0,1
25,110000,MORTGAGE,9.0,PERSONAL,B,15000,11.11,0.14,N,4,0,1
22,66000,MORTGAGE,4.0,VENTURE,B,10000,10.62,0.15,N,4,0,1
34,70000,RENT,3.0,HOMEIMPROVEMENT,E,15000,19.03,0.21,N,10,0,1
27,50000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3000,5.79,0.06,N,9,0,1
25,35100,MORTGAGE,9.0,MEDICAL,D,15000,14.71,0.43,N,3,1,1
26,75480,MORTGAGE,2.0,MEDICAL,C,25000,15.27,0.28,Y,4,1,1
28,30000,RENT,0.0,VENTURE,B,6600,12.42,0.22,N,9,0,1
23,75000,RENT,7.0,EDUCATION,A,7000,7.9,0.09,N,3,0,1
24,133119,MORTGAGE,9.0,DEBTCONSOLIDATION,A,25000,6.54,0.19,N,4,0,1
28,46000,RENT,12.0,EDUCATION,B,4800,10.99,0.1,N,8,1,1
41,45000,RENT,2.0,EDUCATION,C,5000,12.99,0.11,Y,13,0,1
36,110000,MORTGAGE,7.0,PERSONAL,A,12000,7.88,0.11,N,16,0,1
28,110000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,6.62,0.09,N,6,0,1
32,50000,MORTGAGE,4.0,PERSONAL,B,8000,11.86,0.16,N,5,0,1
34,125000,MORTGAGE,18.0,VENTURE,A,24000,6.92,0.19,N,8,0,1
22,65000,RENT,6.0,MEDICAL,C,11500,13.49,0.18,N,3,0,1
22,65000,MORTGAGE,1.0,EDUCATION,C,15000,13.47,0.23,N,2,0,1
30,40000,RENT,4.0,PERSONAL,B,5000,12.42,0.13,N,6,0,1
26,50000,MORTGAGE,2.0,VENTURE,B,10000,12.42,0.2,N,3,0,1
53,55000,RENT,2.0,EDUCATION,A,10000,8.9,0.18,N,20,0,1
23,86000,MORTGAGE,5.0,MEDICAL,A,15000,7.51,0.17,N,3,0,1
28,100000,MORTGAGE,12.0,PERSONAL,A,10000,7.49,0.1,N,6,0,1
27,67200,MORTGAGE,9.0,HOMEIMPROVEMENT,A,15000,5.79,0.22,N,6,0,1
26,85900,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,12.53,0.23,N,2,0,1
32,100000,MORTGAGE,7.0,EDUCATION,A,15000,8.94,0.15,N,9,0,1
36,100111,MORTGAGE,5.0,VENTURE,C,20000,13.49,0.2,N,15,0,1
24,65000,RENT,1.0,MEDICAL,B,5000,9.99,0.08,N,2,0,1
39,45000,RENT,1.0,MEDICAL,B,12000,11.86,0.27,N,11,0,1
27,73000,MORTGAGE,11.0,PERSONAL,A,11000,5.79,0.16,N,9,0,1
25,48000,MORTGAGE,8.0,EDUCATION,A,7000,8.49,0.15,N,2,0,1
26,100000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,15000,12.04,0.15,N,2,0,1
23,60000,MORTGAGE,7.0,EDUCATION,B,10000,10.65,0.17,N,3,0,1
23,42000,RENT,7.0,VENTURE,A,10000,7.49,0.24,N,4,0,1
22,37200,RENT,1.0,EDUCATION,A,7000,7.66,0.19,N,4,0,1
